"","age","gender","par_edu","hisei","mig_bac","paa_gpa","big_ext","big_agr","big_con","big_neu","big_ope","fem_inm","fem_exm"
"1",30.4200000762939,"0","1",NA,"0",2.6,3.5,3.66666666666667,3.5,2.5,2.5,3.33333333333333,2.25
"2",27,"0","1",72.9400024414062,"0",2.5,4,3.66666666666667,4.5,3,4,NA,NA
"3",24.25,"0","1",NA,"0",1.7,4,3.33333333333333,3,3.5,4.5,3.33333333333333,2.75
"4",26,"1","1",54.2700004577637,"0",1.5,3,3.33333333333333,5,3,2.5,NA,NA
"5",31.9200000762939,"0","1",NA,"0",2.1,3,3.66666666666667,5,4.5,5,NA,NA
"6",27.8299999237061,"0","1",70.5699996948242,"0",2.1,3,4.33333333333333,2.5,1.5,5,3.44444444444444,2.5
"7",29.0799999237061,"1","3",72.9400024414062,"0",2.9,2,4.33333333333333,4,3,3,NA,NA
"8",34.1699981689453,"1","2",77.0999984741211,"1",2.3,3.5,3,2.5,1.5,2.5,3.33333333333333,2.58333333333333
"9",31.6700000762939,"0",NA,NA,NA,3.2,4,3.33333333333333,3.5,1.5,5,3.33333333333333,2.16666666666667
"10",22.0799999237061,"0","1",NA,"0",1.9,NA,NA,NA,NA,NA,NA,NA
"11",27.6700000762939,"0","3",82.4100036621094,"0",2.3,4.5,4,5,2.5,3.5,3.11111111111111,2.33333333333333
"12",24.75,"0","2",NA,"0",3.2,4,3.66666666666667,4,3,2.5,NA,NA
"13",32.25,"0","1",41.2700004577637,"0",2.5,5,3.66666666666667,4,3.5,3.5,3.33333333333333,2.08333333333333
"14",33.5800018310547,"0","1",40.5400009155273,"0",2.5,4,3.33333333333333,4.5,2.5,4,NA,NA
"15",32,"1","2",NA,"0",1.7,4,4,4.5,3.5,4.5,3.66666666666667,2.16666666666667
"16",30.9200000762939,"0","3",82.4100036621094,"0",3,3,4,1.5,3,2,NA,NA
"17",31,"0","2",56.5699996948242,"1",2.9,4,4,4,3,4.5,NA,NA
"18",31.0799999237061,"1","1",54.5499992370605,"0",2,4,2.66666666666667,4.5,2,4.5,NA,NA
"19",33.0800018310547,"1","3",82.4100036621094,"0",1.9,3.5,3.66666666666667,4,2,3,2.77777777777778,2.25
"20",26,"0","3",81.9199981689453,"0",2.5,1.5,4.33333333333333,2.5,3,2.5,NA,NA
"21",35.8300018310547,"1","1",33.1599998474121,"0",2.1,2.5,2.66666666666667,3.5,2.5,4.5,3,1.83333333333333
"22",30.4200000762939,"1","1",63.0299987792969,"0",3,4,4,4,1.5,2.5,NA,NA
"23",30.8299999237061,"0","2",28.4799995422363,"0",2.2,2.5,4.33333333333333,3.5,4,5,3.22222222222222,2.5
"24",23.0799999237061,"0","1",22.5699996948242,"0",2.4,NA,NA,NA,NA,NA,NA,NA
"25",34.25,"0","1",17.7900009155273,"0",2.6,4,4.33333333333333,3,2.5,4,NA,NA
"26",31.5,"0","1",NA,"0",1.1,3.5,3,5,3,3,2.77777777777778,1.63636363636364
"27",39.0800018310547,"0","1",30.5900001525879,"0",2.2,4.5,4,3.5,2.5,5,NA,NA
"28",26.25,"0","1",40.5400009155273,"0",1.8,3,3.66666666666667,4,3,4,NA,NA
"29",32.1699981689453,"0","3",70.3399963378906,"0",2.8,4.5,3.33333333333333,4,3,4,3.33333333333333,2.25
"30",27.3299999237061,"0","1",43.8499984741211,"0",2.8,4.5,4,5,2,4,NA,NA
"31",25.4200000762939,"0","1",65.4199981689453,"0",2.6,NA,NA,NA,NA,NA,NA,NA
"32",21.8299999237061,"0","2",NA,"0",1.6,NA,NA,NA,NA,NA,NA,NA
"33",22.0799999237061,"1","1",NA,"0",2.9,NA,NA,NA,NA,NA,NA,NA
"34",31.25,"0","1",57.3800010681152,"0",3.1,5,4.33333333333333,3.5,2.5,2.5,2.77777777777778,2.08333333333333
"35",23.9200000762939,"0","2",81.4000015258789,"0",2.6,NA,NA,NA,NA,NA,NA,NA
"36",47.6699981689453,"0","1",NA,"0",NA,4.5,3,5,2.5,4,3.66666666666667,1.58333333333333
"37",32.5,"0","2",NA,"0",2.7,4,3.33333333333333,3.5,2.5,3.5,3.88888888888889,2.33333333333333
"38",30.3299999237061,"0","2",NA,"0",1.9,3,3.66666666666667,4.5,3,5,3.11111111111111,1.91666666666667
"39",23.6700000762939,"0","1",33.9000015258789,"0",2.3,3,3.66666666666667,4,3.5,5,NA,NA
"40",20.75,"0","3",70.8899993896484,"0",2.6,NA,NA,NA,NA,NA,NA,NA
"41",24.4200000762939,"0","2",NA,"0",2.4,NA,NA,NA,NA,NA,NA,NA
"42",24.8299999237061,"0","2",NA,"0",2.2,3.5,3.66666666666667,5,4,2,3.11111111111111,1.33333333333333
"43",27,"0","3",NA,"1",1.8,3,2.66666666666667,3.5,3,4,NA,NA
"44",32.0800018310547,"0","1",22.5699996948242,"0",3.1,4.5,4.33333333333333,2.5,2.5,3,NA,NA
"45",29.5,"0","1",NA,"0",1.6,2.5,4,3,3,3,3.625,1.91666666666667
"46",21.5799999237061,"0","1",NA,"1",3.3,3.5,4,3,4.5,4.5,NA,NA
"47",38,"0","1",NA,"0",3.1,3.5,4.33333333333333,3.5,4,4.5,3.33333333333333,2.33333333333333
"48",33.1699981689453,"0","1",NA,"0",3.1,5,4.33333333333333,4,3,2,NA,NA
"49",30.5,"0","1",16.3600006103516,"1",1.7,3,4,4.5,4,5,NA,NA
"50",33.9199981689453,"0","1",25.9500007629395,"0",2.8,3,4,4,3,5,3.11111111111111,1.83333333333333
"51",37.5800018310547,"1","2",NA,"0",3.4,NA,NA,NA,NA,NA,NA,NA
"52",26.5799999237061,"0","1",17.7900009155273,"0",2.8,NA,NA,NA,NA,NA,NA,NA
"53",22.8299999237061,"0","1",NA,"1",2.4,4.5,3.66666666666667,4.5,3,4,NA,NA
"54",30.8299999237061,"1","3",NA,"0",1.5,3,3.33333333333333,3,2.5,3,2.88888888888889,1.83333333333333
"55",29.5,"0","1",41.6300010681152,"0",2.7,5,4,4,3,4,NA,NA
"56",27.4200000762939,"0","1",54.5499992370605,"0",1.5,5,3,3,2,3.5,2.88888888888889,2.58333333333333
"57",30.5,"0","1",NA,"0",1.5,1.5,2.33333333333333,2.5,1.5,1.5,3.11111111111111,2.25
"58",24.6700000762939,"0","1",75.129997253418,"0",1.9,5,4.66666666666667,5,4,2,NA,NA
"59",30,"0","1",30.7800006866455,"0",2.3,3,4,3.5,3.5,4,NA,NA
"60",34.4199981689453,"0","1",72.3000030517578,"0",2.7,4,4.33333333333333,4,3.5,4,2.8,2.16666666666667
"61",26.25,"1","1",28.4799995422363,"0",2.5,NA,NA,NA,NA,NA,NA,NA
"62",25.75,"0","3",NA,"0",2.2,3.5,3.66666666666667,4,3,2.5,2.44444444444444,2.5
"63",30.6700000762939,"0","2",NA,"0",2.4,4.5,4.66666666666667,4.5,2.5,3.5,3.33333333333333,2.41666666666667
"64",32,"0","2",82.4100036621094,"0",1.6,4,4.33333333333333,4,2,3.5,3.66666666666667,1.75
"65",33.25,"0","3",NA,"1",1.6,3,3,5,2,4.5,NA,NA
"66",23.1700000762939,"0","1",NA,"0",2.9,NA,NA,NA,NA,NA,NA,NA
"67",20.5,"1","1",NA,"0",NA,NA,NA,NA,NA,NA,NA,NA
"68",32.25,"0","2",82.4100036621094,"0",1.7,3.5,3,4.5,2,4.5,3,2.41666666666667
"69",21.9200000762939,"0",NA,76.6500015258789,"0",3.1,NA,NA,NA,NA,NA,NA,NA
"70",29.9200000762939,"0","1",77.0999984741211,"0",1.3,3,2.66666666666667,4,4,4,NA,NA
"71",31.5799999237061,"0","1",36.3499984741211,"1",1.8,4,3.33333333333333,3,2,4,3.11111111111111,1.58333333333333
"72",21.4200000762939,"0","1",30.7800006866455,"0",2.8,NA,NA,NA,NA,NA,NA,NA
"73",31.5,"0","1",NA,"1",2.5,4.5,3.66666666666667,4.5,3,4,3.11111111111111,2.36363636363636
"74",33.6699981689453,"1","2",72.3000030517578,"0",1.7,4.5,4.66666666666667,5,1,4,3.66666666666667,1.75
"75",26.3299999237061,"0","2",88.6999969482422,"0",1.7,5,4.33333333333333,5,3,5,NA,NA
"76",28.8299999237061,"0","2",NA,"0",2.4,NA,NA,NA,NA,NA,NA,NA
"77",33.25,"0","3",72.3000030517578,"0",2,5,3.66666666666667,3.5,3,2.5,3.22222222222222,2.25
"78",20.3299999237061,"0","1",54.5499992370605,"0",2.4,NA,NA,NA,NA,NA,NA,NA
"79",33.0800018310547,"0","3",74.6600036621094,"1",2.6,2.5,4.33333333333333,4.5,1.5,3.5,2.88888888888889,1.58333333333333
"80",20.5799999237061,"1","3",82.4100036621094,"0",2.8,NA,NA,NA,NA,NA,NA,NA
"81",32.1699981689453,"0","1",NA,"1",2,3.5,4,4,3.5,4,NA,NA
"82",24,"0","1",51.3499984741211,"0",2.7,NA,NA,NA,NA,NA,3.22222222222222,1.66666666666667
"83",29.5799999237061,"0","1",NA,"0",1.9,4.5,4.33333333333333,4,2.5,4.5,3.33333333333333,2.75
"84",30.5799999237061,"0","2",36.9199981689453,"0",3.4,3,3.66666666666667,4,3.5,4.5,3.33333333333333,2
"85",21.6700000762939,"0","1",72.3000030517578,"0",1.7,4,3.66666666666667,5,3.5,5,NA,NA
"86",24.5,"0","1",51.3499984741211,"1",2.5,5,3,5,2.5,3.5,3.22222222222222,2.91666666666667
"87",31.5,"1","3",88.6999969482422,"0",2.3,4.5,4.33333333333333,4.5,2,3.5,NA,NA
"88",32,"0","1",NA,"0",2.7,4.5,4,4,3,4.5,NA,NA
"89",34.25,"1","1",NA,"0",2.5,3,3.66666666666667,3.5,3,2.5,2.88888888888889,2.16666666666667
"90",22.5799999237061,"0","2",NA,"0",3.8,NA,NA,NA,NA,NA,NA,NA
"91",37.25,"0","1",82.4100036621094,"0",2.5,2.5,4.33333333333333,4,2,4.5,NA,NA
"92",30.75,"0","1",57.6399993896484,"0",2.3,4,3.33333333333333,4.5,4.5,3,NA,NA
"93",29.9200000762939,"0","1",26.8500003814697,"0",2.4,4,4.33333333333333,4.5,3.5,3,3.11111111111111,1.58333333333333
"94",27.75,"0","1",25.2299995422363,"0",2,4,3.66666666666667,5,2,3,NA,NA
"95",32.4199981689453,"1","2",74.6600036621094,"0",2.8,4,3.33333333333333,2,1.5,4,3.33333333333333,2.58333333333333
"96",27.1700000762939,"0","1",NA,"0",2.2,3.5,3.33333333333333,3.5,4,2.5,NA,NA
"97",33.25,"0","3",NA,"1",2.5,5,3.66666666666667,5,3,2,NA,NA
"98",34.0800018310547,"0","2",NA,"0",2,4.5,3,4.5,3.5,5,3.44444444444444,2.08333333333333
"99",31.4200000762939,"0","2",NA,"0",1.9,4,3.66666666666667,2.5,2,4.5,3.66666666666667,2.58333333333333
"100",22.8299999237061,"0","1",26.6000003814697,"0",2.2,3,3.66666666666667,4,2,2.5,NA,NA
"101",36.0800018310547,"0","3",59.8899993896484,"0",NA,3,4.33333333333333,5,4,2,NA,NA
"102",31.5799999237061,"0","3",NA,"0",2.9,NA,NA,NA,NA,NA,NA,NA
"103",30.9200000762939,"0","2",70.0899963378906,"0",2.2,4,3.33333333333333,3,3,4.5,3,1.54545454545455
"104",31.6700000762939,"1","3",NA,"0",2.7,3,3,3,2,2.5,NA,NA
"105",30.5799999237061,"0","1",75.5,"0",2.4,4,4.33333333333333,4,3.5,4,NA,NA
"106",32.4199981689453,"0","3",71.5500030517578,"0",1.9,3,3.66666666666667,4,4,4,NA,NA
"107",25.75,"0","1",71.3899993896484,"0",1,3.5,5,5,3,3.5,NA,NA
"108",32,"0","2",NA,"0",1.3,2.5,4.33333333333333,3.5,2.5,4,3.22222222222222,2.41666666666667
"109",25.1700000762939,"0","3",NA,"1",2.6,4,4.66666666666667,4,2,4.5,NA,NA
"110",32.1699981689453,"0","1",NA,"0",3,3,4.33333333333333,3.5,3.5,3.5,2.77777777777778,2.41666666666667
"111",30.6700000762939,"0","1",65.6399993896484,"0",1.5,5,3,4.5,2,4.5,3.88888888888889,2.25
"112",21.5799999237061,"1","2",28.4799995422363,"0",2,3.5,2.33333333333333,5,5,2.5,NA,NA
"113",32.0800018310547,"1","2",81.4000015258789,"0",2.2,3.5,3.66666666666667,2.5,2,2.5,NA,NA
"114",22.9200000762939,"0","2",76.6500015258789,"0",2.3,3.5,3.33333333333333,4.5,3,4,3.44444444444444,2.25
"115",33.5800018310547,"0","1",19.7800006866455,"0",3,5,4.66666666666667,5,3,4.5,3.88888888888889,2.5
"116",28.6700000762939,"1","2",NA,"0",3.1,3.5,2.66666666666667,4.5,2,2.5,NA,NA
"117",23.75,"1","2",NA,"0",3,NA,NA,NA,NA,NA,3.5,2.16666666666667
"118",27.4200000762939,"0","1",NA,"1",2,4.5,3.66666666666667,4,3.5,2.5,NA,NA
"119",27.5799999237061,"0","3",81.7799987792969,"0",1.9,3.5,4.66666666666667,4.5,3,3,3,1.66666666666667
"120",27.4200000762939,"0","1",54.5499992370605,"0",2.6,3,3.33333333333333,4,4.5,3.5,3.44444444444444,3
"121",28.8299999237061,"0","1",56,"0",NA,2,3.66666666666667,4,3,2,NA,NA
"122",36.9199981689453,"0","3",82.4100036621094,NA,3.5,4.5,3.66666666666667,3.5,2.5,3,2.88888888888889,2.83333333333333
"123",29.0799999237061,"0","2",NA,"0",2.5,3.5,3.66666666666667,3,2.5,3,NA,NA
"124",33.6699981689453,"1","1",NA,"0",3.5,1.5,3,2,2,4,2.66666666666667,1.83333333333333
"125",32.0800018310547,"0","2",70.5699996948242,"0",1.3,4.5,3.66666666666667,3.5,2.5,4.5,3.77777777777778,1.41666666666667
"126",31.75,"1","2",63.0299987792969,"0",2.5,4.5,3.33333333333333,4,2,3,NA,NA
"127",40.75,"1","1",36.9199981689453,"0",4,4.5,3,2.5,5,4.5,NA,NA
"128",23,"0",NA,25.9500007629395,"1",3.1,NA,NA,NA,NA,NA,NA,NA
"129",26.1700000762939,"0","1",28.4799995422363,"0",2.5,NA,NA,NA,NA,NA,NA,NA
"130",32,"1","3",82.4100036621094,"0",1.7,4.5,4,4,2.5,2,3.66666666666667,2.25
"131",31.5,"1","1",70.5699996948242,"0",1.9,4,4,3.5,3,4,3.44444444444444,2.58333333333333
"132",30.5799999237061,"0","2",70.5,"0",3.1,4,4,4,2.5,2,NA,NA
"133",30.8299999237061,"0","3",NA,"0",2,4,4,5,3,4,3.55555555555556,1.83333333333333
"134",34.4199981689453,"0","1",70.3399963378906,"1",3.8,2.5,3.33333333333333,2.5,4,4,3.25,1.5
"135",34.25,"1","1",82.4100036621094,"0",2.1,3,3.66666666666667,4,2,4.5,3.11111111111111,1.66666666666667
"136",32,"0","1",51.5,"0",3.5,4.5,4,3.5,1.5,3,NA,NA
"137",29.0799999237061,"0","3",NA,"0",2.2,4.5,3.33333333333333,5,3,4,NA,NA
"138",33.8300018310547,"1","2",NA,"0",2.6,3.5,4.66666666666667,5,2.5,3.5,3.66666666666667,2.16666666666667
"139",32.9199981689453,"1","2",82.4100036621094,"0",2.2,4,3.66666666666667,3.5,2.5,4.5,NA,NA
"140",31.8299999237061,"0","1",78.8600006103516,"0",2.6,3.5,2.66666666666667,3.5,2.5,4.5,NA,NA
"141",22,"0","1",70.3399963378906,"0",2.2,NA,NA,NA,NA,NA,NA,NA
"142",31.4200000762939,"0","3",NA,"0",1.6,4.5,3,5,3.5,5,3.88888888888889,3.83333333333333
"143",28.8299999237061,"0","2",74.6600036621094,"1",2,4.5,4.66666666666667,4.5,2,3.5,4,2.83333333333333
"144",22.8299999237061,"1","2",72.9599990844727,"1",2.9,4.5,4.33333333333333,3,1.5,4.5,NA,NA
"145",20.6700000762939,"0","1",NA,"0",2.9,NA,NA,NA,NA,NA,NA,NA
"146",22.9200000762939,"1","1",NA,"0",1.9,NA,NA,NA,NA,NA,NA,NA
"147",30.5,"0","1",60.2900009155273,"0",2.2,4,3.66666666666667,5,3.5,3.5,NA,NA
"148",28.0799999237061,"0","1",NA,"1",1.8,3.5,3,4.5,3,3,NA,NA
"149",50.0800018310547,"0","1",28.4799995422363,"0",2.6,4.5,4.33333333333333,5,1.5,4.5,NA,NA
"150",30.75,"0","1",26.6000003814697,"0",1.7,3.5,1.66666666666667,2.5,1.5,2,2.66666666666667,3
"151",24,"0","1",NA,"0",2.7,NA,NA,NA,NA,NA,NA,NA
"152",33.3300018310547,"1","1",41.2700004577637,"0",2.2,4.5,3,3.5,3,4,3.11111111111111,1.83333333333333
"153",33,"1","1",40.5400009155273,"0",3.2,5,3.33333333333333,4.5,2,2.5,3.11111111111111,2.5
"154",31.0799999237061,"0","1",NA,"0",1.8,4.5,3.33333333333333,4,3,3,3.44444444444444,1.75
"155",27.4200000762939,"1","1",25.2299995422363,"0",2.6,4,3.66666666666667,5,2,5,NA,NA
"156",21.8299999237061,"0","1",32.5,"0",2.5,NA,NA,NA,NA,NA,NA,NA
"157",29.1700000762939,"1","1",NA,"0",2.2,5,4,4,3,3,NA,NA
"158",32.0800018310547,"0","1",NA,"0",2.2,4,3.33333333333333,4.5,2,3,2.44444444444444,2.25
"159",27.8299999237061,"0","2",72.9400024414062,"0",2.7,4.5,3.33333333333333,3.5,2.5,3,NA,NA
"160",21.75,"0","1",31.7199993133545,"1",2.9,4,3,4.5,3.5,3.5,NA,NA
"161",24.5799999237061,"0","1",63.0299987792969,"0",2.8,4.5,3.33333333333333,3.5,2.5,4,3.55555555555556,2.83333333333333
"162",37.25,"0","1",NA,"1",3.2,5,4.33333333333333,4.5,2.5,5,NA,NA
"163",21.8299999237061,"0","1",70.0899963378906,"0",1.7,NA,NA,NA,NA,NA,NA,NA
"164",22.3299999237061,"0","3",NA,"0",2.5,3,4,5,2.5,4,NA,NA
"165",30.5799999237061,"0","3",81.129997253418,"0",1.6,2,3.33333333333333,4,3,3,3,2.41666666666667
"166",32.9199981689453,"0","1",25.2299995422363,"0",2.1,5,3.66666666666667,5,2,4,3.66666666666667,1.91666666666667
"167",25.5799999237061,"0","1",NA,"1",1.8,4,3.66666666666667,4,2.5,4,NA,NA
"168",29.8299999237061,"1","1",15.3500003814697,"0",1.6,3,3.33333333333333,4.5,3,3.5,3.33333333333333,1.58333333333333
"169",25.9200000762939,"0","1",24.5300006866455,"0",2.8,NA,NA,NA,NA,NA,NA,NA
"170",22,"0","1",22.7700004577637,"1",1.6,NA,NA,NA,NA,NA,NA,NA
"171",24.5799999237061,"0","1",62.3899993896484,"0",2.2,NA,NA,NA,NA,NA,NA,NA
"172",30.75,"1","2",NA,"0",2.1,4,3.66666666666667,3.5,1.5,3.5,NA,NA
"173",28.9200000762939,"0","3",NA,"0",1,4,4,4.5,2,4.5,NA,NA
"174",31.3299999237061,"1","1",33.1599998474121,"0",3,4,3.33333333333333,4,2.5,4,NA,NA
"175",24.4200000762939,"1","2",75.129997253418,"0",1.5,NA,NA,NA,NA,NA,NA,NA
"176",21.9200000762939,"0","1",43.8499984741211,"0",3.1,NA,NA,NA,NA,NA,NA,NA
"177",31.75,"0","1",NA,"0",1.9,4.5,3.33333333333333,4.5,3,4.5,3.55555555555556,2.33333333333333
"178",31.75,"1","1",24.4300003051758,"0",2,3.5,3,4.5,2,5,3.77777777777778,2.66666666666667
"179",38.8300018310547,"0","1",22.7700004577637,"0",1.6,2.5,4,2.5,2.5,3.5,3.11111111111111,1.83333333333333
"180",30.75,"0","2",NA,"0",1.4,4.5,3,5,4,4,3.11111111111111,2.08333333333333
"181",31.6700000762939,"1","1",NA,"0",1.3,2.5,3.33333333333333,3.5,3,3,NA,NA
"182",30.75,"0","1",NA,"0",3.1,4.5,3.33333333333333,3,3.5,4.5,3.11111111111111,2.16666666666667
"183",20.6700000762939,"0","1",26.6200008392334,"0",2.2,NA,NA,NA,NA,NA,NA,NA
"184",27.4200000762939,"1","2",56,"0",2.8,4,4,3.5,1.5,2.5,NA,NA
"185",21.5,"0","3",NA,"0",1.7,NA,NA,NA,NA,NA,3.44444444444444,1.91666666666667
"186",28.4200000762939,"0","1",26.6000003814697,"0",2.1,3,4,5,4.5,3.5,2.77777777777778,2
"187",26.6700000762939,"0","1",70.8899993896484,"1",3,NA,NA,NA,NA,NA,NA,NA
"188",33,"0","2",68.879997253418,"0",1.9,4.5,3,3.5,3,5,2.77777777777778,2.83333333333333
"189",31.9200000762939,"1","3",71.5500030517578,"0",2.4,3,3,4,2.5,4,2.77777777777778,2
"190",34.3300018310547,"1","3",NA,"0",3,4,4,3.5,2.5,4,NA,NA
"191",31,"1","2",NA,"1",3.3,3.5,4,4,2,2.5,2.77777777777778,1.41666666666667
"192",28.0799999237061,"0","1",20.9099998474121,"0",3.1,3,4.66666666666667,3.5,4,3,NA,NA
"193",22,"0","1",68.5500030517578,"0",1.5,NA,NA,NA,NA,NA,3,2
"194",25.9200000762939,"0","1",40.5400009155273,"0",3.1,4,3.66666666666667,3,2.5,3.5,NA,NA
"195",29.0799999237061,"0","1",NA,"0",2.2,3.5,4.33333333333333,4,3,4.5,NA,NA
"196",25,"0","1",NA,"0",3.3,4,4,4.5,2,4,NA,NA
"197",26.25,"0","1",26.6000003814697,"0",3.1,4.5,3.33333333333333,4.5,2,2.5,NA,NA
"198",32.0800018310547,"0","1",70.3399963378906,"0",3.1,4.5,3,2,1.5,3.5,3.55555555555556,2.58333333333333
"199",32.25,"0","3",80.7799987792969,"0",2.4,3.5,3,3,3,4.5,NA,NA
"200",25.0799999237061,"0","1",NA,"0",3,NA,NA,NA,NA,NA,NA,NA
"201",26.4200000762939,"1","3",82.4100036621094,"0",2.7,4.5,4,2.5,2,3.5,3.33333333333333,2.41666666666667
"202",28.75,"1","1",25.9500007629395,"0",2.5,4,3.66666666666667,4.5,2.5,2.5,3.22222222222222,2.33333333333333
"203",30.4200000762939,"0","2",80.7799987792969,"0",3.2,3,3.66666666666667,5,3,5,3.33333333333333,1.54545454545455
"204",28.8299999237061,"0","2",57,"0",2.8,2.5,3.33333333333333,3,3,4.5,2.88888888888889,1.91666666666667
"205",22.1700000762939,"0","3",52.7200012207031,"0",1.6,NA,NA,NA,NA,NA,NA,NA
"206",33.25,"1","2",46.3800010681152,"0",3.1,4.5,3.33333333333333,3.5,2,3,NA,NA
"207",22.9200000762939,"0","2",NA,"0",2.3,NA,NA,NA,NA,NA,NA,NA
"208",36.5800018310547,"1","2",NA,"0",3.1,3,3.66666666666667,3,2,2,2.11111111111111,1.08333333333333
"209",27.6700000762939,"1","1",36.3499984741211,"0",2,4,3.66666666666667,4,2,2.5,NA,NA
"210",23.6700000762939,"0","2",NA,"0",3,NA,NA,NA,NA,NA,NA,NA
"211",31,"0","1",NA,"0",2.4,3,3.66666666666667,4,3.5,1.5,NA,NA
"212",23.5,"0","1",NA,"0",1,NA,NA,NA,NA,NA,NA,NA
"213",22,"0",NA,NA,NA,2.3,NA,NA,NA,NA,NA,NA,NA
"214",24.0799999237061,"0","1",NA,"1",2.9,4,3.33333333333333,3,2.5,4,NA,NA
"215",27.4200000762939,"1","2",NA,"1",2.7,2.5,2.33333333333333,4.5,3,4,NA,NA
"216",24.25,"0","1",62.1300010681152,"0",1.7,2,3,4.5,3.5,4,NA,NA
"217",30.5799999237061,"0","1",NA,"0",2.5,2,4,4.5,5,4.5,2.55555555555556,1.58333333333333
"218",24.5799999237061,"0","1",64.4400024414062,"1",3.1,NA,NA,NA,NA,NA,NA,NA
"219",28.5799999237061,"0",NA,NA,"0",2.6,2.5,3.66666666666667,3,1.5,4,NA,NA
"220",30.9200000762939,"0","1",25.2299995422363,"0",2.9,3.5,3.66666666666667,4,4.5,3,2.66666666666667,2.5
"221",33.1699981689453,"1","3",88.6999969482422,"0",2.6,4,4,3.5,1,3.5,3.22222222222222,2.41666666666667
"222",20.5,"0","1",41.6300010681152,"0",1.9,NA,NA,NA,NA,NA,NA,NA
"223",27.9200000762939,"1","1",82.4100036621094,"0",2.3,2.5,3.33333333333333,5,3.5,4.5,3,3.08333333333333
"224",36.4199981689453,"0","3",77.0999984741211,"0",2.9,4.5,2.66666666666667,5,3.5,4.5,3.66666666666667,2.75
"225",27.75,"0","2",82.4100036621094,"0",2.4,3,3.66666666666667,4.5,3,5,3.11111111111111,1.58333333333333
"226",23.0799999237061,"0","1",57.0299987792969,"0",2.1,4.5,4.33333333333333,4,3,2,NA,NA
"227",24.75,"1","2",NA,"1",2.5,NA,NA,NA,NA,NA,3.66666666666667,1.66666666666667
"228",26.1700000762939,"0","2",NA,"0",1.1,NA,NA,NA,NA,NA,NA,NA
"229",32.5,"0","1",28.8400001525879,"0",2,5,3.33333333333333,3.5,3,4.5,NA,NA
"230",31.4200000762939,"1","2",NA,"0",1.5,2,4,4.5,1.5,4.5,3.33333333333333,1.91666666666667
"231",30.75,"1","1",30.7800006866455,"0",1.4,NA,NA,NA,NA,NA,NA,NA
"232",33.9199981689453,"1","1",NA,"1",2,3,3.33333333333333,4,3,4,2.88888888888889,2.75
"233",30.9200000762939,"0","3",NA,"0",1.2,3.5,4.33333333333333,5,4.5,3,3.44444444444444,2.66666666666667
"234",31.9200000762939,"0","1",52.7200012207031,"0",2.1,4,3.33333333333333,4,2.5,2,NA,NA
"235",33.1699981689453,"0","1",72.3000030517578,"0",3,2,4,4.5,3,4,NA,NA
"236",31.8299999237061,"1","1",25.2299995422363,"0",3,3,4.66666666666667,3,1.5,4.5,NA,NA
"237",24.4200000762939,"0","1",NA,"0",2.4,NA,NA,NA,NA,NA,NA,NA
"238",29.25,"0","1",NA,"1",2.6,NA,NA,NA,NA,NA,NA,NA
"239",21.6700000762939,"0","3",54.2700004577637,"0",1,NA,NA,NA,NA,NA,NA,NA
"240",30.6700000762939,"0","3",65.0100021362305,"0",1.8,5,4,5,2,4,3.33333333333333,2.25
"241",24.5799999237061,"1","1",57,"0",1.9,3.5,3,4,2.5,3,NA,NA
"242",26.25,"0","1",36.3499984741211,"0",2.8,4.5,3.33333333333333,3.5,3,4,3.11111111111111,2.75
"243",26.9200000762939,"0","1",49.2999992370605,"0",2.4,2.5,4.33333333333333,4.5,4.5,3.5,NA,NA
"244",22.5,"1","2",51.6300010681152,"0",2.4,3.5,3.66666666666667,4,2.5,4,NA,NA
"245",32,"0","2",NA,"0",2.2,4,3.33333333333333,3.5,2.5,4,NA,NA
"246",41.0800018310547,"1",NA,25.2299995422363,"0",2.5,3.5,3,3,2.5,4.5,NA,NA
"247",22.25,"0","1",NA,"0",2.7,3,2.33333333333333,3.5,4,4,NA,NA
"248",24.9200000762939,"0","1",70.0899963378906,"0",1.6,5,2.66666666666667,5,2,4,NA,NA
"249",31,"0","2",70.5699996948242,"0",2.3,4,3.33333333333333,4,2,1,3.55555555555556,2
"250",32.6699981689453,"0","3",NA,"0",2.3,4.5,3.66666666666667,3.5,3,2.5,NA,NA
"251",31,"0","1",67.1100006103516,"0",2.7,4,4,3.5,3,4,2.66666666666667,2.08333333333333
"252",35.5800018310547,"0","3",82.4100036621094,"0",2.4,4,3.33333333333333,3.5,3,5,NA,NA
"253",24.0799999237061,"0","1",51.5,"0",2.3,4.5,3,5,3,3,NA,NA
"254",31.5799999237061,"0","3",NA,"0",1.8,4,3,3.5,2,4.5,NA,NA
"255",23,"0","2",NA,"0",2.9,NA,NA,NA,NA,NA,NA,NA
"256",31.75,"0","3",70.5,"0",2.8,5,3,4,3.5,2.5,3.11111111111111,2.33333333333333
"257",29.0799999237061,"1","1",54.5499992370605,"0",2,3,3.33333333333333,3.5,4,2,3,1.91666666666667
"258",31.75,"0","3",82.4100036621094,"0",1,3.5,4.33333333333333,4.5,3,5,3.44444444444444,2.08333333333333
"259",25,"0","2",70.5699996948242,"0",1.8,5,3.33333333333333,4,2.5,5,3.11111111111111,2.33333333333333
"260",32.0800018310547,"0","1",NA,"0",1.5,5,3.66666666666667,4.5,2,4,NA,NA
