     0.000    -1.354    -0.468    -0.466    -0.078    -0.282    -0.633     0.441     0.863     0.185    -0.189    -0.792    -0.531  9999.000     1.333     3.333     4.000     3.000    20.080     0.000     1.000     0.003     0.876     0.121     2.000 7001970
     0.000     0.363     0.846     0.164    -0.078     0.347  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000    -0.357     0.879  9999.000  9999.000  9999.000  9999.000    20.080     0.000     0.000     0.171     0.016     0.813     3.000 7001974
     0.000     0.935    -1.125     0.164    -0.710     0.977     0.524     0.950    -1.117     1.760    -0.189    -0.300     1.032  9999.000     2.333     2.667     3.000     3.000    21.420     0.000     0.000     0.006     0.686     0.308     2.000 7001976
     0.000    -1.354     1.502    -1.097    -0.710     0.347     0.524     0.950    -0.457     1.445     0.423     0.192     1.380     0.024     2.667     4.333     3.333     2.500    20.830     1.000     0.000     0.129     0.632     0.239     2.000 7001977
     0.000     1.507     1.502    -1.097    -0.078     2.236  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000     0.338  9999.000  9999.000  9999.000  9999.000  9999.000    20.580     0.000  9999.000     0.038     0.767     0.195     2.000 7001980
     0.000     1.507    -1.782    -1.097     1.186    -1.541    -0.054     0.441     0.863     1.130    -0.189    -0.300  9999.000     0.771  9999.000  9999.000  9999.000  9999.000    24.580     0.000     0.000     0.010     0.016     0.974     3.000 7001981
     2.000    -0.782     0.189    -2.358     1.186     0.347  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000    -1.052     0.879     2.333     3.667     3.000     3.000    21.500     1.000     0.000     0.156     0.000     0.844     3.000 7001984
     1.000    -1.354    -1.782    -0.466    -1.342    -1.541    -1.791     1.460     0.863     1.130    -0.189    -0.300    -0.010     1.070     1.667     2.667     2.000     2.750    22.250     1.000     0.000     0.010     0.001     0.989     3.000 7001986
  9999.000     1.507    -0.468     0.164    -0.710    -1.541     1.103    -1.089     0.863     0.185    -0.801    -0.300    -1.573  9999.000     3.000     3.000     2.000     4.000    21.000     0.000     0.000     0.000     0.535     0.465     2.000 7001994
     0.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000     0.685  9999.000  9999.000  9999.000  9999.000  9999.000    20.250     0.000  9999.000     0.127     0.666     0.207     2.000 7001995
     2.000    -0.209     1.502     0.794     0.554    -0.282     0.524    -0.069    -1.117    -0.760     0.423     1.176    -0.010     1.313  9999.000  9999.000  9999.000  9999.000    19.830     0.000     0.000     0.002     0.000     0.998     3.000 7001997
     1.000    -1.354     0.189     0.164    -0.078     0.347  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000    -1.573  9999.000  9999.000  9999.000  9999.000  9999.000    21.830     0.000  9999.000     0.353     0.291     0.356     3.000 7002000
     0.000    -0.209     0.189     1.425    -0.078     0.977     0.524     0.441    -0.457    -0.445     1.034    -0.792    -0.357    -0.572     2.667     2.667     3.333     3.000    20.420     0.000     0.000     0.078     0.918     0.005     2.000 7002004
     0.000     0.363     0.846     0.164    -0.710    -0.282  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000    -0.357    -0.605     2.000     2.667     3.000     2.750    22.920     0.000     1.000     0.063     0.933     0.005     2.000 7002011
     1.000     0.935     0.846     0.164     0.554     0.977     0.524     0.950     0.863     0.815    -0.801    -0.300     1.032  9999.000     3.000     4.667     3.667     3.250    20.500     1.000     0.000     0.000     0.152     0.848     3.000 7002012
     2.000    -1.926    -3.095    -1.097     0.554     0.347  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000    -1.226     1.313  9999.000  9999.000  9999.000  9999.000    19.920     0.000  9999.000     0.421     0.000     0.579     3.000 7002013
     1.000     0.935     0.189     0.164     0.554     0.347  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000    -1.052     0.129     2.000     4.000     2.000     3.000    19.500     0.000     0.000     0.360     0.107     0.533     3.000 7002025
     0.000     0.935     0.846     0.164    -1.974    -0.912  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000     0.511     0.037     2.333     3.333     3.000     3.500    27.580     1.000     0.000     0.288     0.514     0.197     2.000 7002026
     2.000    -0.782     0.189    -0.466    -0.078    -0.912    -0.633    -0.579    -1.117    -0.445     1.034     0.192     0.685     1.313     2.667     3.000     3.000     3.250    21.500     1.000     0.000     0.080     0.000     0.920     3.000 7002030
     2.000    -1.354    -1.782    -2.988     1.186     0.347  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000    -0.357     1.291     2.667     2.333     2.667     3.250    19.750     0.000     0.000     0.159     0.000     0.841     3.000 7002036
     0.000     0.935    -0.468    -1.727    -1.974    -0.282    -2.369     1.460    -0.457    -0.445    -0.801    -1.284     0.338    -0.943     2.667     4.000     2.000     3.000    24.670     1.000     0.000     0.000     1.000     0.000     2.000 7002041
     0.000    -1.354     0.189     0.164     0.554    -1.541  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000    -1.226     0.425     3.000     2.000     3.333     3.000    21.420     1.000     0.000     0.686     0.105     0.209     1.000 7002044
     1.000     1.507    -0.468    -1.727     1.186     1.607    -0.054    -0.069     0.203    -0.760    -0.189     2.652     0.164    -1.158     2.333     4.000     3.000     3.000    20.250     0.000     0.000     0.007     0.987     0.006     2.000 7002052
     0.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000    -0.183    -1.429  9999.000  9999.000  9999.000  9999.000    21.420     0.000  9999.000     0.007     0.993     0.000     2.000 7002054
     0.000     0.363    -1.125     0.164     1.186    -0.282  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000    -0.531    -1.648     2.000     3.667     3.000     3.000    22.250     0.000     0.000     0.005     0.995     0.000     2.000 7002057
     0.000    -0.782     1.502    -0.466    -1.342     0.347    -0.633    -0.579    -1.117    -0.209    -0.801    -1.284     2.075  9999.000     3.000     4.667     3.000     2.500    20.250     0.000     0.000     0.000     0.872     0.128     2.000 7002058
     0.000     1.507    -0.468     0.794     0.554    -0.282  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000     0.164    -1.061     2.000     3.000     1.667     3.000    33.000     0.000     1.000     0.015     0.985     0.001     2.000 7002059
     0.000     0.363     0.189    -1.097    -0.078     0.347  9999.000  9999.000  9999.000  9999.000  9999.000  9999.000     0.859    -0.605  9999.000  9999.000  9999.000  9999.000    20.250     0.000     0.000     0.061     0.933     0.006     2.000 7002061
     2.000     0.363     0.189     0.794    -0.710     0.347     1.103     0.441    -1.117    -0.760    -0.189     1.668    -0.878     0.760     4.000     2.667     3.667     3.000    20.330     0.000     0.000     0.004     0.000     0.996     3.000 7002062
